x, y
1.1940298507462686, 2.5405405405405403
4.656716417910448, 4.648648648648648
9.671641791044776, 6.513513513513513
15.283582089552239, 8.297297297297296
21.492537313432834, 9.756756756756756
27.70149253731343, 11.054054054054054
32.83582089552239, 12.027027027027028
38.80597014925373, 13.162162162162161
43.1044776119403, 14.054054054054054
47.52238805970149, 14.702702702702702
49.19402985074627, 12.756756756756758
52.8955223880597, 10.405405405405405
58.507462686567166, 9.108108108108109
62.44776119402985, 8.45945945945946
67.46268656716418, 7.891891891891891
72.95522388059702, 7.405405405405405
78.08955223880596, 7
82.74626865671641, 6.594594594594595
87.16417910447761, 6.351351351351351
90.38805970149254, 6.1891891891891895
