x, y
1.3134328358208955, 3.9189189189189184
5.014925373134329, 7.162162162162161
8.119402985074627, 8.945945945945946
11.343283582089551, 10.567567567567568
15.522388059701493, 12.27027027027027
19.82089552238806, 13.972972972972974
24.238805970149254, 15.27027027027027
28.417910447761194, 16.56756756756757
35.46268656716418, 18.432432432432435
42.74626865671642, 20.216216216216218
48, 21.18918918918919
52.656716417910445, 21.513513513513516
57.7910447761194, 21.351351351351354
62.80597014925373, 21.18918918918919
68.53731343283582, 21.027027027027028
74.02985074626865, 20.864864864864863
79.40298507462687, 20.7027027027027
85.97014925373134, 20.54054054054054
89.67164179104478, 20.62162162162162
