x, y
0.11940298507462686, 7.324324324324325
0.835820895522388, 10.486486486486486
1.8507462686567164, 14.216216216216218
3.283582089552239, 17.62162162162162
5.074626865671641, 21.027027027027028
6.865671641791045, 23.945945945945947
8.776119402985074, 26.54054054054054
11.283582089552239, 29.945945945945947
13.850746268656716, 32.62162162162163
16.71641791044776, 35.54054054054054
19.46268656716418, 38.13513513513514
21.671641791044777, 40.08108108108108
23.402985074626866, 41.2972972972973
23.940298507462686, 41.54054054054055
24, 40.24324324324324
24.059701492537314, 38.86486486486487
24.417910447761194, 37.24324324324324
25.671641791044777, 35.54054054054054
27.46268656716418, 34.16216216216216
29.253731343283583, 33.351351351351354
30.98507462686567, 32.54054054054054
33.25373134328358, 32.054054054054056
36.059701492537314, 31.324324324324326
38.507462686567166, 30.83783783783784
41.55223880597015, 30.27027027027027
44.35820895522388, 29.783783783783786
45.373134328358205, 29.54054054054054
