t(s),Adsorbed H on surface 1,Total T surface 1
6607.617182602104,4.765031985118373e+18,338.0859130105164
6607.667182602104,4.764568992502847e+18,338.3359130105164
6607.717182602104,4.764093839459237e+18,338.58591301052365
6607.767182602104,4.763606238046154e+18,338.83591301052365
6607.817182602104,4.763105894635495e+18,339.08591301052365
6607.867182602105,4.762592509844094e+18,339.33591301052365
6607.917182602105,4.762065778466462e+18,339.58591301052365
6607.967182602105,4.761525389408722e+18,339.83591301052365
6608.017182602105,4.760971025623856e+18,340.08591301052365
6608.067182602105,4.760402364048361e+18,340.33591301052365
6608.1171826021055,4.759819075540447e+18,340.58591301052365
6608.167182602106,4.759220824819889e+18,340.83591301053093
6608.217182602106,4.758607270409658e+18,341.08591301053093
6608.267182602106,4.757978064579461e+18,341.33591301053093
6608.317182602106,4.757332853291308e+18,341.58591301053093
6608.367182602106,4.756671276147258e+18,341.83591301053093
6608.417182602107,4.755992966339463e+18,342.08591301053093
6608.467182602107,4.755297550602655e+18,342.33591301053093
6608.517182602107,4.754584649169218e+18,342.5859130105382
6608.567182602107,4.75385387572699e+18,342.8359130105382
6608.617182602107,4.753104837379939e+18,343.0859130105382
6608.6671826021075,4.752337134611858e+18,343.3359130105382
6608.717182602108,4.75155036125324e+18,343.5859130105382
6608.767182602108,4.750744104451471e+18,343.8359130105382
6608.817182602108,4.749917944644516e+18,344.0859130105382
6608.867182602108,4.749071455538226e+18,344.3359130105382
6608.917182602108,4.748204204087451e+18,344.5859130105382
6608.967182602109,4.747315750481092e+18,344.8359130105455
6609.017182602109,4.746405648131268e+18,345.0859130105455
6609.067182602109,4.745473443666744e+18,345.3359130105455
6609.117182602109,4.744518676930788e+18,345.5859130105455
6609.167182602109,4.7435408809836e+18,345.8359130105455
6609.2171826021095,4.742539582109487e+18,346.0859130105455
6609.26718260211,4.741514299828926e+18,346.3359130105455
6609.31718260211,4.740464546915676e+18,346.58591301055276
6609.36718260211,4.739389829419084e+18,346.83591301055276
6609.41718260211,4.738289646691738e+18,347.08591301055276
6609.46718260211,4.737163491422609e+18,347.33591301055276
6609.517182602111,4.736010849675834e+18,347.58591301055276
6609.567182602111,4.734831200935258e+18,347.83591301055276
6609.617182602111,4.733624018154888e+18,348.08591301055276
6609.667182602111,4.732388767815378e+18,348.33591301055276
6609.717182602111,4.731124909986662e+18,348.58591301055276
6609.7671826021115,4.729831898396868e+18,348.83591301056003
6609.817182602112,4.728509180507597e+18,349.08591301056003
6609.867182602112,4.727156197595697e+18,349.33591301056003
6609.917182602112,4.725772384841598e+18,349.58591301056003
6609.967182602112,4.72435717142431e+18,349.83591301056003
6610.017182602112,4.722909980623161e+18,350.08591301056003
6610.067182602113,4.721430229926326e+18,350.33591301056003
6610.117182602113,4.719917331146217e+18,350.5859130105673
6610.167182602113,4.718370690541774e+18,350.8359130105673
6610.217182602113,4.716789708947679e+18,351.0859130105673
6610.267182602113,4.715173781910537e+18,351.3359130105673
6610.3171826021135,4.713522299832008e+18,351.5859130105673
6610.367182602114,4.711834648118894e+18,351.8359130105673
6610.417182602114,4.710110207340171e+18,352.0859130105673
6610.467182602114,4.708348353390919e+18,352.3359130105673
6610.517182602114,4.7065484576631e+18,352.5859130105673
6610.567182602114,4.704709887223144e+18,352.8359130105746
6610.617182602115,4.702832004996239e+18,353.0859130105746
6610.667182602115,4.700914169957235e+18,353.3359130105746
6610.717182602115,4.698955737328066e+18,353.5859130105746
6610.767182602115,4.696956058781546e+18,353.8359130105746
6610.817182602115,4.694914482651409e+18,354.0859130105746
6610.8671826021155,4.692830354148417e+18,354.3359130105746
6610.917182602116,4.690703015582367e+18,354.58591301058186
6610.967182602116,4.688531806589816e+18,354.83591301058186
6611.017182602116,4.686316064367276e+18,355.08591301058186
6611.067182602116,4.684055123909689e+18,355.33591301058186
6611.117182602116,4.681748318253913e+18,355.58591301058186
6611.167182602117,4.679394978726963e+18,355.83591301058186
6611.217182602117,4.676994435198731e+18,356.08591301058186
6611.267182602117,4.674546016338891e+18,356.33591301058186
6611.317182602117,4.672049049877668e+18,356.58591301058186
6611.367182602117,4.669502862870161e+18,356.83591301058914
6611.4171826021175,4.666906781963879e+18,357.08591301058914
6611.467182602118,4.664260133669114e+18,357.33591301058914
6611.517182602118,4.661562244631815e+18,357.58591301058914
