x, y
309.71922246220305, 1111.111111111111
317.27861771058315, 1481.4814814814815
326.9978401727862, 1111.111111111111
335.6371490280778, 1111.111111111111
346.43628509719224, 1111.111111111111
357.2354211663067, 1111.111111111111
364.7948164146868, 1111.111111111111
372.35421166306696, 1111.111111111111
382.07343412526996, 1111.111111111111
391.792656587473, 1481.4814814814815
402.5917926565875, 1851.851851851852
402.5917926565875, 1851.851851851852
410.1511879049676, 3333.3333333333335
420.95032397408204, 4814.814814814815
430.6695464362851, 6666.666666666667
436.06911447084235, 9629.62962962963
443.62850971922245, 11481.481481481482
449.0280777537797, 13333.333333333334
452.267818574514, 15925.925925925927
457.6673866090713, 19629.62962962963
460.9071274298056, 23333.333333333336
463.0669546436285, 25925.925925925927
466.30669546436286, 28888.88888888889
468.4665226781857, 32592.592592592595
471.70626349892007, 35185.18518518519
474.94600431965443, 37407.40740740741
478.18574514038875, 40740.740740740745
479.2656587473002, 43333.333333333336
482.50539956803453, 46666.66666666667
484.6652267818574, 49629.62962962963
487.9049676025918, 52592.59259259259
488.9848812095032, 55555.555555555555
492.2246220302376, 58518.51851851852
493.304535637149, 61481.48148148148
497.6241900647948, 64444.444444444445
498.7041036717062, 67037.03703703704
503.023758099352, 70000
507.34341252699784, 72962.96296296296
510.58315334773215, 75925.92592592593
515.9827213822894, 77777.77777777778
527.8617710583153, 77037.03703703704
522.4622030237581, 78518.51851851853
527.8617710583153, 77037.03703703704
532.1814254859611, 75555.55555555556
537.5809935205184, 72962.96296296296
540.8207343412527, 70370.37037037038
542.9805615550756, 67037.03703703704
546.22030237581, 62962.96296296296
548.3801295896328, 60000
550.5399568034557, 56666.66666666667
552.6997840172786, 53703.70370370371
553.77969762419, 50740.740740740745
557.0194384449244, 46296.2962962963
558.0993520518358, 42962.96296296296
560.2591792656588, 40370.37037037037
563.4989200863931, 36666.666666666664
564.5788336933044, 34444.444444444445
566.7386609071274, 32222.222222222223
568.8984881209503, 29259.25925925926
572.1382289416847, 25185.185185185186
574.2980561555075, 22962.962962962964
579.6976241900647, 20370.370370370372
582.9373650107991, 17037.037037037036
587.2570194384449, 13703.703703703704
591.5766738660907, 11481.481481481482
594.816414686825, 8518.518518518518
598.0561555075594, 5925.925925925926
599.1360691144708, 3703.703703703704
600.2159827213823, 1481.4814814814815
